"active_bins","sum_of_data"
"94","138505.10000000033"
"94","139313.4000000003"
"94","138725.50000000026"
"94","137794.6000000003"
"93","137126.80000000028"
"93","136394.50000000032"
"94","137103.8000000003"
"94","137919.20000000033"
"94","138621.0000000003"
"93","137911.70000000033"
"94","138530.1000000003"
"94","137884.3000000003"
"94","138535.8000000003"
"94","139261.20000000024"
"94","140023.30000000025"
"95","140777.20000000027"
"95","139714.70000000024"
"95","138842.90000000026"
"95","137975.4000000003"
"95","137275.00000000035"
"95","138241.5000000003"
"94","137362.10000000027"
"94","137998.30000000025"
"94","137255.00000000026"
"94","136496.2000000002"
"94","135758.40000000026"
"95","136537.30000000025"
"96","137269.8000000003"
"96","137975.5000000003"
"95","137228.8000000003"
"95","138043.20000000022"
"94","137322.50000000026"
"94","138047.30000000016"
"94","137099.3000000002"
"94","136231.30000000028"
"94","137065.8000000003"
"94","137741.10000000033"
"94","136836.40000000026"
"94","136184.9000000003"
"94","135336.8000000003"
"94","136137.80000000034"
"94","135239.2000000003"
"94","135942.60000000038"
"94","135301.00000000038"
"94","134579.80000000037"
"94","135291.50000000035"
"94","136073.30000000042"
"95","136690.30000000042"
"96","137254.6000000004"
"96","136500.80000000048"
"97","137425.00000000047"
"97","137987.90000000052"
"97","138546.30000000048"
"97","139233.10000000047"
"97","139786.40000000046"
"97","139136.10000000044"
"97","138228.8000000004"
"97","137589.6000000004"
"97","136643.00000000038"
"97","135732.20000000036"
"97","136258.50000000038"
"97","135634.60000000036"
"97","134847.60000000038"
"96","134111.00000000038"
"96","134777.2000000004"
"96","135708.80000000037"
"96","134900.60000000038"
"95","134025.2000000004"
"95","133073.7000000004"
"94","132327.50000000035"
"95","133033.2000000004"
"96","133630.10000000038"
"96","132895.70000000045"
"96","132291.50000000044"
"96","131645.00000000047"
"95","130925.20000000046"
"95","130139.30000000053"
"95","130838.20000000054"
"95","131568.70000000048"
"94","130814.8000000005"
"93","130117.60000000052"
"93","130607.20000000045"
"93","129855.70000000045"
"93","128999.20000000043"
"93","128357.30000000045"
"93","127637.60000000044"
"93","128226.40000000047"
"92","127496.40000000046"
"92","128366.90000000042"
"93","129224.10000000043"
"93","129860.30000000041"
"93","129034.40000000034"
"93","128362.40000000033"
"93","127663.50000000032"
"93","128509.60000000034"
"93","127775.10000000036"
"93","126976.30000000037"
"93","127797.00000000033"
"93","127078.20000000035"
"92","126380.0000000003"
"92","125582.90000000034"
"92","126393.70000000032"
"92","125690.0000000003"
"92","126423.00000000036"
"92","125604.90000000042"
"93","126266.50000000045"
"93","127072.00000000045"
"93","126359.5000000004"
"93","125736.3000000004"
"93","126513.80000000041"
"93","125474.9000000004"
"93","126220.5000000004"
"93","127034.5000000004"
"93","126304.8000000004"
"93","125429.50000000035"
"93","124667.20000000032"
"93","123934.70000000033"
"93","123300.40000000036"
"93","124027.00000000036"
"93","124745.10000000034"
"93","125501.60000000033"
"92","124774.60000000034"
"91","124113.0000000003"
"91","123209.00000000035"
"92","124048.30000000035"
"92","123342.60000000034"
"92","123932.60000000036"
"93","124535.70000000038"
"94","125233.70000000039"
"94","124591.20000000038"
"94","123851.40000000034"
"94","124548.80000000032"
"94","125459.80000000037"
"94","124464.60000000031"
"93","123488.60000000031"
"93","124431.6000000003"
"93","125060.60000000033"
"93","125961.10000000036"
"92","125227.80000000037"
"92","125834.00000000035"
"92","126809.2000000003"
"92","126188.50000000029"
"91","125639.80000000031"
"91","125150.20000000038"
"91","125964.6000000004"
"91","126570.0000000004"
"91","127400.9000000004"
"91","128257.60000000034"
"91","127446.80000000037"
"91","126629.60000000031"
"91","125954.30000000031"
"91","125414.10000000033"
"91","124599.7000000003"
"91","123729.20000000024"
"92","124538.10000000025"
"91","123951.70000000027"
"91","124699.60000000027"
"91","123973.00000000026"
"91","123379.10000000025"
"91","122759.50000000022"
"91","121999.60000000018"
"90","121371.70000000014"
"90","122169.40000000015"
"90","122942.10000000012"
"90","122111.70000000013"
"91","122945.00000000012"
"91","122262.3000000001"
"91","121361.8000000001"
"91","120593.6000000001"
"91","121258.90000000014"
"92","121758.90000000015"
"91","121194.60000000012"
"91","120507.80000000012"
"91","119783.00000000017"
"91","120581.00000000017"
"91","121380.60000000021"
"91","120469.6000000002"
"91","119772.20000000022"
"92","120572.8000000002"
"92","121232.20000000027"
"92","121858.10000000027"
"92","122582.10000000028"
"92","121928.60000000022"
"92","122795.50000000025"
"92","122169.60000000025"
"92","121616.30000000022"
"91","120885.80000000018"
"91","121549.40000000018"
"91","120706.00000000015"
"91","119839.20000000013"
"91","119033.60000000011"
"92","119848.70000000011"
"92","120772.90000000018"
"92","119835.60000000021"
"92","120501.5000000002"
"92","121286.40000000018"
"92","120429.70000000014"
"92","119846.70000000013"
"92","119189.20000000016"
"92","119879.50000000015"
"92","118957.70000000013"
"92","117991.20000000011"
"92","117243.80000000012"
"92","116566.70000000011"
"92","115901.40000000007"
"91","114977.20000000004"
"91","114095.50000000003"
"91","113353.00000000003"
"91","112590.90000000004"
"91","111647.90000000005"
"91","112468.1000000001"
"90","111785.40000000008"
"90","110985.80000000005"
"90","110206.90000000004"
"90","109570.70000000004"
"90","109007.80000000003"
"90","108083.60000000006"
"90","108827.8000000001"
"90","109502.8000000001"
"89","108663.50000000012"
"88","107965.50000000012"
"88","108796.00000000007"
"88","109482.70000000007"
"88","108924.30000000003"
"88","108180.09999999999"
"88","107489.8"
"88","106733.30000000002"
"88","107575.10000000003"
"88","106851.09999999998"
"88","106129.49999999997"
"88","106871.09999999995"
"88","106067.6999999999"
"87","105340.3999999999"
"87","106223.79999999996"
"87","105422.79999999999"
"86","104635.29999999994"
"86","103931.89999999995"
"86","103117.49999999997"
"86","102309.19999999991"
"87","102964.89999999992"
"87","101971.79999999989"
"87","102795.19999999991"
"86","101986.29999999989"
"86","101221.1999999999"
"85","100604.19999999991"
"85","101567.29999999992"
"85","100915.09999999992"
"85","101861.69999999991"
"85","101056.39999999986"
"84","100308.49999999984"
"84","99338.89999999986"
"84","98663.89999999988"
"84","99382.89999999989"
"84","100067.69999999992"
"84","100924.49999999996"
"83","100305.69999999992"
"82","99357.69999999992"
"83","100160.59999999995"
"83","99330.39999999989"
"83","98623.79999999989"
"83","97755.89999999988"
"83","98584.59999999993"
"83","97884.19999999991"
"82","97083.59999999995"
"82","96364.99999999994"
"82","95540.79999999992"
"81","94815.39999999995"
"82","95725.19999999998"
"82","94927.49999999994"
"82","94077.4999999999"
"82","94764.89999999994"
"82","95530.39999999994"
"81","94714.99999999993"
"80","94059.2999999999"
"80","93329.99999999991"
"79","92527.09999999993"
"78","91752.59999999995"
"78","91057.99999999997"
"79","91647.19999999998"
"78","90914.19999999997"
"77","90111.99999999993"
"77","90887.5999999999"
"77","90258.59999999992"
"76","89657.49999999993"
"76","88872.59999999993"
"75","88233.29999999992"
"76","88800.29999999993"
"76","89553.49999999996"
"76","88934.09999999993"
"76","88327.89999999997"
"76","87493.39999999995"
"76","88314.59999999992"
"76","87643.69999999991"
"75","86963.69999999995"
"74","86207.89999999995"
"75","87028.4"
"76","87663.20000000001"
"76","88429.59999999996"
"76","89066.69999999997"
"75","88344.79999999997"
"74","87525.20000000001"
"73","86632.09999999998"
"73","85913.09999999999"
"72","85159.19999999998"
"72","84353.5"
"71","83611.40000000001"
"70","82748.9"
"70","83330.79999999997"
"69","82695.99999999997"
"68","81923.29999999996"
"67","80990.79999999992"
"67","80278.49999999991"
"67","81024.09999999993"
"67","80060.99999999988"
"66","79359.1999999999"
"66","78577.39999999992"
"66","79091.7999999999"
"67","79816.89999999995"
"66","79219.99999999994"
"65","78430.99999999991"
"65","79106.2999999999"
"65","79861.99999999994"
"65","79219.9999999999"
"65","78601.59999999992"
"64","77718.1999999999"
"64","77119.49999999991"
"63","76178.79999999987"
"63","77070.8999999999"
"64","77909.89999999989"
"64","78443.89999999986"
"63","77846.89999999988"
"63","77036.09999999986"
"63","76237.29999999983"
"64","76987.09999999986"
"64","76320.89999999983"
"64","75684.69999999981"
"63","74918.09999999982"
"63","74218.4999999998"
"62","73500.39999999979"
"62","72564.39999999979"
"62","73300.09999999979"
"63","73950.89999999978"
"63","73129.69999999984"
"63","72283.59999999983"
"62","71716.59999999982"
"62","72534.59999999982"
"62","71704.09999999985"
"61","70883.5999999998"
"62","71532.29999999983"
"62","70765.89999999979"
"62","69945.6999999998"
"61","69131.69999999975"
"60","68356.99999999975"
"60","69060.99999999974"
"60","68374.29999999976"
"60","67677.89999999973"
"60","67049.1999999997"
"60","66271.69999999969"
"61","66959.49999999971"
"61","67565.29999999968"
"62","68298.39999999972"
"61","67647.49999999968"
"60","66960.09999999966"
"60","66226.89999999964"
"61","67120.89999999966"
"61","67651.99999999968"
"60","66949.89999999966"
"60","66149.49999999965"
"60","65227.49999999963"
"60","64461.99999999962"
"59","63625.19999999962"
"59","63019.79999999965"
"59","62437.89999999967"
"59","63234.09999999967"
"60","63897.59999999967"
"59","63147.79999999967"
"58","62416.29999999967"
"58","61728.899999999674"
"58","60995.79999999968"
"58","60260.09999999967"
"59","61074.59999999966"
"60","61787.69999999964"
"60","62475.19999999964"
"59","61885.99999999964"
"59","60993.89999999965"
"59","60298.79999999966"
"60","61007.099999999664"
"59","60060.49999999969"
"58","59311.499999999694"
"58","60190.59999999967"
"57","59478.899999999696"
"57","58622.09999999969"
"57","57804.09999999969"
"57","57289.6999999997"
"57","56557.9999999997"
"56","55761.79999999971"
"55","55020.19999999971"
"55","55678.39999999971"
"55","56514.3999999997"
"54","55784.69999999971"
"53","54969.59999999973"
"53","54223.99999999975"
"52","53740.99999999977"
"51","53053.49999999978"
"51","52222.59999999979"
"50","51512.799999999814"
"49","50787.699999999815"
"49","51508.0999999998"
"50","52297.79999999978"
"50","51639.59999999979"
"49","50975.9999999998"
"49","50300.69999999982"
"48","49614.29999999983"
"48","48785.599999999846"
"49","49499.099999999824"
"49","48861.999999999825"
"49","48273.199999999815"
"49","47539.29999999982"
"48","46940.29999999981"
"47","46406.299999999814"
"47","45856.49999999982"
"47","45250.69999999983"
"47","44530.29999999984"
"46","43950.09999999987"
"45","43211.49999999988"
"45","42474.99999999987"
"44","41768.89999999986"
"43","41237.79999999987"
"42","40306.199999999866"
"41","39721.29999999988"
"42","40541.19999999986"
"41","39890.39999999987"
"40","39058.89999999989"
"39","38244.39999999991"
"39","37425.599999999904"
"38","36531.599999999904"
"37","35717.6999999999"
"37","34875.89999999992"
"36","34036.89999999993"
"35","33474.99999999992"
"35","34335.49999999993"
"36","35195.39999999993"
"36","36006.499999999935"
"35","35216.79999999993"
"35","34356.29999999993"
"34","33607.899999999936"
"35","34539.599999999926"
"35","35401.39999999993"
"34","34687.899999999936"
"34","33964.29999999994"
"34","32989.09999999995"
"34","32317.699999999953"
"33","31519.69999999996"
"32","30683.699999999957"
"31","30034.999999999956"
"30","29211.59999999995"
"30","28487.79999999996"
"29","27577.999999999978"
"29","28370.59999999998"
"29","29164.099999999977"
"29","28479.299999999977"
"28","27619.399999999976"
"28","27093.099999999973"
"29","28059.299999999974"
"29","27265.79999999998"
"29","26403.999999999975"
"28","25698.29999999998"
"27","24831.399999999987"
"27","24331.399999999987"
"26","23582.09999999999"
"27","24384.999999999993"
"28","25254.999999999985"
"27","24568.09999999998"
"26","23902.199999999986"
"25","23109.59999999999"
"26","23842.59999999999"
"26","23096.999999999993"
"26","22437.599999999995"
"25","21617.699999999997"
"25","20913.699999999997"
"24","20334.499999999996"
"23","19368.300000000007"
"22","18557.20000000001"
"21","17869.40000000001"
"20","17055.000000000015"
"19","16191.300000000016"
"20","16636.50000000002"
"21","17275.100000000017"
"20","16472.200000000015"
"19","15763.90000000002"
"19","14988.30000000002"
"18","14155.000000000016"
"17","13285.000000000013"
"16","12529.30000000001"
"15","11939.300000000007"
"14","11186.100000000006"
"13","10473.000000000004"
"12","9834.400000000007"
"13","10411.80000000001"
"12","9837.400000000009"
"11","8980.200000000004"
"11","8101.100000000003"
"12","8937.400000000007"
"13","9639.300000000005"
"12","8729.500000000005"
"11","7908.800000000003"
"10","7029.600000000001"
"9","6297.600000000001"
"8","5564.600000000001"
"7","4632.9"
"6","3796.599999999998"
"5","2991.099999999999"
"4","2387.9999999999995"
"3","1686.0999999999997"
"2","1240.9"
"1","577.4000000000001"
"0","0.0"
"1","844.4000000000002"
"0","0.0"

"1","704.1000000000001"
"2","1549.3999999999999"
"3","2235.8000000000006"
"4","2955.599999999999"
"5","3722.799999999998"
"6","4460.3"
"7","5176.100000000002"
"7","6067.600000000001"
"8","6772.200000000003"
"9","7493.200000000003"
"10","8292.000000000004"
"11","9028.600000000002"
"11","9763.200000000006"
"12","10506.500000000007"
"12","11255.700000000006"
"13","12112.200000000012"
"13","11363.000000000007"
"14","11860.90000000001"
"15","12819.200000000015"
"16","13642.50000000002"
"16","14553.30000000002"
"17","15323.700000000023"
"18","16065.800000000021"
"19","16764.800000000025"
"20","17602.300000000025"
"21","18312.100000000017"
"22","19149.800000000014"
"22","19829.500000000007"
"23","20713.7"
"24","21275.59999999999"
"25","22084.699999999983"
"26","22688.89999999998"
"27","23453.999999999985"
"27","24200.699999999986"
"28","24779.899999999983"
"29","25505.899999999983"
"30","26286.099999999977"
"31","27190.099999999977"
"32","27836.59999999998"
"33","28465.299999999977"
"34","29308.29999999997"
"34","30273.299999999974"
"35","30811.199999999975"
"36","31498.599999999973"
"37","32537.499999999967"
"38","33271.59999999996"
"38","33946.89999999996"
"38","34717.19999999995"
"39","35402.49999999994"
"40","36236.599999999926"
"41","37231.799999999916"
"42","37927.19999999991"
"42","38735.39999999991"
"43","39395.99999999988"
"42","38661.899999999914"
"41","37816.599999999904"
"42","38493.399999999914"
"42","39312.299999999894"
"43","39963.199999999866"
"42","39154.09999999986"
"42","39819.39999999985"
"42","40359.59999999984"
"43","41059.199999999844"
"43","41637.69999999986"
"44","42575.79999999986"
"43","41859.999999999854"
"44","42511.19999999986"
"44","43183.19999999986"
"45","44061.29999999985"
"44","43237.99999999987"
"44","44126.29999999985"
"44","44779.79999999984"
"44","45604.69999999981"
"45","46326.29999999981"
"46","47109.59999999981"
"46","47754.899999999805"
"47","48455.8999999998"
"48","49278.19999999979"
"49","49988.0999999998"
"48","49450.19999999979"
"48","48558.699999999786"
"48","49109.49999999978"
"49","50015.89999999979"
"49","51020.1999999998"
"50","51952.6999999998"
"51","52696.399999999805"
"52","53469.59999999981"
"53","54175.99999999979"
"54","54834.29999999978"
"54","55639.899999999754"
"55","56307.69999999975"
"55","56928.29999999975"
"55","57771.699999999735"
"55","58512.899999999725"
"55","59237.79999999973"
"56","59898.79999999971"
"57","60659.99999999971"
"58","61635.99999999969"
"58","62410.4999999997"
"59","63252.699999999684"
"59","63935.29999999969"
"59","64695.199999999684"
"60","65461.79999999968"
"60","65966.59999999969"
"61","66756.1999999997"
"61","67366.99999999971"
"60","66662.3999999997"
"61","67520.09999999971"
"61","68322.29999999968"
"62","69030.0999999997"
"63","69806.09999999964"
"63","69255.29999999967"
"63","69953.09999999969"
"63","70670.89999999969"
"63","71392.79999999968"
"63","72239.0999999997"
"63","72827.89999999966"
"63","72093.29999999971"
"63","72878.1999999997"
"63","72182.79999999971"
"64","72910.0999999997"
"64","73503.8999999997"
"64","74253.19999999974"
"65","75189.19999999975"
"65","74513.89999999978"
"64","73807.49999999978"
"65","74517.99999999981"
"66","75457.1999999998"
"66","76329.99999999978"
"66","77046.29999999983"
"66","77748.09999999985"
"66","78727.89999999986"
"66","77986.69999999985"
"66","78816.89999999983"
"66","79634.09999999986"
"67","80377.99999999985"
"67","81170.09999999983"
"67","81863.79999999986"
"68","82731.29999999986"
"67","82070.29999999986"
"67","82918.39999999985"
"67","83648.09999999986"
"67","82643.79999999987"
"67","83466.79999999981"
"67","84365.79999999981"
"67","83787.2999999998"
"67","82953.19999999976"
"67","83756.89999999978"
"67","84443.79999999977"
"67","85221.8999999998"
"67","85827.69999999982"
"67","86561.79999999983"
"68","87317.59999999986"
"68","87925.89999999986"
"68","87088.19999999987"
"69","87893.89999999988"
"70","88631.69999999988"
"70","87921.19999999984"
"71","88739.39999999983"
"72","89605.59999999985"
"72","90354.59999999986"
"73","91291.89999999989"
"73","90574.09999999989"
"74","91321.4999999999"
"74","92132.19999999985"
"74","92706.59999999986"
