"active_bins","sum_of_data"
"1","550.5"
"2","1045.9"
"3","1722.8000000000004"
"4","2154.2000000000003"
"5","2682.500000000001"
"6","3312.5"
"7","3771.3999999999996"
"7","4182.1"
"8","4777.799999999999"
"9","5375.699999999997"
"10","5970.499999999997"
"11","6347.199999999999"
"11","7011.499999999997"
"12","7673.599999999998"
"12","8186.299999999997"
"13","8588.8"
"14","9228.8"
"15","9622.5"
"16","10202.099999999995"
"16","10683.49999999999"
"17","11309.49999999999"
"18","12066.799999999994"
"19","12644.899999999994"
"20","13173.599999999993"
"21","13497.199999999995"
"22","13882.699999999997"
"22","14289.399999999998"
"23","15087.300000000001"
"24","15745.099999999997"
"25","16231.699999999995"
"26","16702.0"
"25","16215.400000000001"
"26","16718.4"
"26","17280.4"
"27","17800.500000000004"
"28","18241.400000000005"
"29","18870.199999999997"
"30","19262.700000000004"
"31","19729.700000000015"
"32","20292.00000000001"
"33","21070.000000000015"
"33","21889.20000000003"
"34","22438.70000000003"
"35","23093.60000000003"
"36","23775.300000000036"
"37","24385.100000000046"
"37","23723.00000000004"
"36","23125.100000000035"
"36","23673.20000000003"
"36","24345.000000000033"
"37","24805.20000000004"
"38","25252.700000000037"
"39","25762.70000000004"
"39","25281.30000000004"
"40","25945.10000000005"
"40","26526.900000000038"
"39","26006.80000000002"
"40","26471.80000000004"
"41","26960.200000000044"
"41","27377.200000000048"
"42","27896.30000000004"
"42","28421.700000000044"
"42","28704.500000000047"
"43","29470.300000000057"
"43","30070.70000000006"
"44","30764.80000000006"
"45","31367.100000000057"
"45","31932.400000000056"
"46","32523.600000000064"
"47","33212.40000000007"
"47","33794.700000000055"
"47","34298.30000000004"
"48","34902.00000000002"
"49","35381.20000000002"
"49","35941.90000000004"
"50","36666.40000000005"
"51","37103.40000000005"
"51","37736.20000000005"
"51","38196.70000000004"
"51","37614.40000000005"
"52","38085.90000000004"
"52","38781.70000000003"
"53","39274.50000000006"
"54","39774.90000000006"
"55","40273.50000000005"
"55","40680.50000000005"
"54","39861.30000000006"
"55","40530.10000000004"
"55","41152.00000000005"
"56","41666.00000000005"
"56","42333.10000000006"
"56","42840.700000000026"
"56","43393.700000000026"
"56","43861.20000000004"
"56","43310.700000000026"
"57","44033.70000000003"
"58","44624.80000000003"
"59","45146.70000000004"
"59","45734.600000000035"
"60","46363.90000000004"
"60","46984.90000000002"
"60","47386.70000000004"
"61","48033.60000000005"
"61","48439.700000000055"
"61","48924.600000000035"
"61","48342.80000000002"
"61","48977.50000000001"
"62","49486.200000000004"
"62","50085.79999999999"
"63","50472.99999999999"
"64","50915.1"
"64","51459.19999999998"
"63","50868.09999999998"
"63","51342.99999999997"
"63","51629.29999999999"
"63","52140.29999999998"
"63","52568.59999999998"
"63","53111.49999999997"
"64","53632.39999999996"
"64","54235.19999999994"
"64","54711.79999999994"
"65","55092.699999999946"
"64","54589.69999999995"
"65","55325.69999999995"
"66","56061.89999999996"
"65","55651.19999999996"
"65","56166.29999999997"
"65","56765.099999999955"
"65","57316.89999999994"
"65","57910.79999999994"
"65","58327.79999999995"
"65","58904.29999999994"
"64","58425.09999999993"
"65","59009.59999999994"
"65","59436.59999999994"
"65","59853.39999999994"
"66","60450.099999999955"
"66","61115.099999999955"
"66","61733.59999999995"
"66","62186.699999999946"
"66","62749.39999999994"
"66","62148.99999999995"
"66","62686.69999999994"
"66","62249.69999999993"
"66","62546.69999999992"
"65","62032.69999999992"
"65","62479.899999999914"
"65","61984.49999999992"
"65","62511.69999999993"
"65","62912.39999999992"
"66","63450.39999999992"
"65","62941.69999999992"
"65","63872.599999999926"
"64","63350.699999999946"
"64","63896.79999999994"
"65","64482.999999999956"
"65","63920.29999999995"
"66","64351.19999999994"
"66","63585.399999999936"
"67","64148.49999999995"
"67","64714.39999999994"
"68","65168.19999999995"
"69","65761.09999999999"
"69","66433.69999999997"
"68","65973.49999999999"
"68","66493.99999999996"
"69","67165.99999999996"
"69","66605.29999999999"
"70","67365.09999999998"
"71","67938.69999999997"
"71","68397.69999999994"
"71","68933.79999999994"
"70","68546.59999999995"
"69","67786.79999999997"
"70","68252.19999999997"
"70","68803.99999999996"
"70","69244.29999999992"
"70","68718.89999999995"
"70","68301.89999999994"
"70","67803.29999999992"
"70","68329.79999999993"
"70","67888.8999999999"
"70","67290.09999999996"
"70","66695.3"
"71","67091.29999999997"
"72","67482.09999999996"
"72","68023.29999999994"
"72","68666.79999999996"
"72","69254.09999999993"
"72","68825.79999999996"
"72","68160.79999999994"
"72","68750.49999999996"
"73","69251.69999999994"
"73","69478.69999999994"
"73","70088.09999999992"
"73","70590.5999999999"
"74","71116.1999999999"
"74","71714.29999999989"
"74","70783.39999999989"
"74","71295.09999999992"
"75","71995.79999999992"
"76","72466.39999999995"
"76","72773.69999999991"
"76","73325.89999999992"
"75","72741.39999999992"
"75","72214.89999999994"
"75","71987.89999999992"
"75","72665.4999999999"
"75","73173.59999999995"
"74","72610.49999999991"
"75","72995.19999999994"
"75","73715.09999999992"
"75","73312.59999999993"
"75","73882.79999999993"
"75","74289.49999999996"
"75","74875.59999999995"
"74","74295.99999999996"
"74","73902.29999999993"
"74","73276.29999999994"
"75","73956.59999999992"
"75","74489.19999999994"
"76","75055.99999999994"
"76","75662.09999999993"
"76","76248.6999999999"
"76","75783.6999999999"
"76","76223.19999999988"
"76","76719.89999999989"
"76","77181.59999999987"
"77","77680.39999999989"
"77","78070.59999999987"
"78","78437.29999999987"
"79","79001.59999999983"
"79","78548.49999999985"
"79","79226.99999999985"
"79","79736.89999999985"
"79","79330.19999999987"
"79","79944.89999999986"
"79","80301.09999999989"
"79","79790.09999999987"
"79","79196.1999999999"
"79","78593.89999999992"
"79","79201.6999999999"
"79","79871.69999999988"
"79","80686.49999999987"
"79","80400.19999999987"
"79","79999.49999999988"
"79","80496.3999999999"
"80","81036.9999999999"
"81","81491.5999999999"
"82","82018.89999999989"
"82","81711.59999999989"
"82","81183.2999999999"
"83","81558.49999999988"
"83","80876.79999999992"
"83","80409.2999999999"
"83","80126.49999999991"
"84","80784.79999999989"
"84","81096.79999999987"
"85","81594.89999999985"
"85","82105.89999999985"
"86","82675.09999999986"
"86","82056.59999999989"
"86","82509.99999999987"
"87","83083.39999999986"
"88","83874.3999999999"
"88","83370.79999999989"
"88","83787.8999999999"
"87","83191.19999999991"
