Iteration,Execution Time (ms)
1,12.8969
2,5.282
3,5.3479
4,5.603
5,5.5935
6,5.8945
7,5.3696
8,5.8563
9,4.7045
10,4.6483
11,5.4297
12,5.026
13,5.2627
14,5.0166
15,5.5614
16,5.5324
17,5.5495
18,6.024
19,5.1499
20,4.1924
21,4.1767
22,4.9298
23,4.7599
24,4.9164
25,4.6735
26,4.276
27,4.259
28,4.9206
29,4.5893
30,6.0214
31,5.0061
32,5.0539
33,4.5564
34,25.2048
35,11.1911
36,10.0721
37,9.8924
38,9.5973
39,10.567
40,37.6032
41,12.8018
42,13.6016
43,14.5204
44,15.0385
45,14.8856
46,15.5514
47,16.6741
48,15.1712
49,16.0557
50,15.7001
51,15.8965
52,16.0406
53,23.5741
54,2226.7133
55,22.8784
56,12.3929
57,1808.1478
58,13.357
59,12.875
60,13.0112
61,12.5563
62,2085.4812
63,12.229
64,12.2506
65,12.308
66,12.1432
67,11.6246
68,11.6764
69,14.2439
70,11.5486
71,11.712
72,12.1936
73,13.7169
74,12.3358
75,13.1775
76,12.5699
77,13.4913
78,12.8312
79,12.9749
80,12.5411
81,11.9478
82,13.0756
83,13.2124
84,13.2352
85,13.3804
86,13.7061
87,16.3569
88,31.9436
89,66.7979
90,14.2052
91,14.5614
92,15.1737
93,14.4321
94,14.1964
95,14.1199
96,17.1416
97,18.0273
98,18.204
99,17.9125
100,18.2019
101,18.4375
102,19.3239
103,19.3323
104,19.1105
105,31.1214
106,21.4255
107,257.1672
108,19.9888
109,20.2894
110,68.2572
111,19.5761
112,19.3334
113,19.6675
114,20.2348
115,19.3028
116,25.5174
117,20.6643
118,19.1962
119,21.0883
120,22.7107
121,20.9703
122,21.349
123,20.2201
124,20.3779
125,19.3079
126,20.7136
127,19.6508
128,19.8314
129,23.8791
130,25.6924
131,23.4489
132,24.5305
133,28.9646
134,28.8302
135,67.8062
136,89.7994
137,2804.6749
138,28.7401
139,29.8487
140,28.5102
141,30.9397
142,29.6118
143,26.1374
144,29.0277
145,28.8219
146,30.6896
147,33.3063
148,26.8108
149,25.5458
150,70.6774
151,70.7094
152,29.1136
153,33.1674
154,26.7808
155,26.1136
156,26.4791
157,26.5526
158,29.2445
159,26.8578
160,31.044
161,28.5388
162,28.4755
163,29.2706
164,29.0294
165,27.6191
166,38.6576
167,30.8143
168,27.5679
169,29.2713
170,31.1125
171,29.7136
172,27.6325
173,31.4575
174,27.9981
175,27.9711
176,28.2569
177,28.5145
178,29.0178
179,29.6669
180,35.8044
181,38.8995
182,34.7415
183,36.9753
184,33.4782
185,69.9644
186,98.7281
187,58.111
188,1703.219
189,4053.8016
190,57.3278
191,37.007
192,76.8885
193,57.4883
194,41.7435
195,43.4684
196,42.8094
197,43.5378
198,44.0348
199,43.1756
200,94.2801
201,103.5662
202,48.7205
203,48.1888
204,74.6946
205,51.4735
206,52.145
207,49.8825
208,66.9736
209,48.6751
210,48.261
211,53.9928
212,49.9452
213,56.0376
214,48.4694
215,50.1023
216,50.011
217,68.4213
218,48.3838
219,54.4172
220,51.194
221,63.7488
222,51.384
223,64.1944
224,52.8952
225,52.9777
226,53.91
227,54.1398
228,54.0087
229,92.5052
230,46.9652
231,47.315
232,48.0628
233,58.0239
234,73.9889
235,127.6099
236,94.1119
237,122.6625
238,78.5286
239,66.6315
240,184.6793
241,205.3264
242,509.6882
243,60.6181
244,521.6149
245,73.9265
246,4511.2173
247,536.8356
248,59.1046
249,60.6991
250,61.3119
251,60.507
252,209.6709
253,194.122
254,129.2755
255,230.5559
256,587.4972
257,59.627
258,60.6267
259,129.7037
260,95.7619
261,2259.6403
262,137.6952
263,2271.147
264,4419.3702
265,133.9176
266,66.9638
267,118.3665
268,94.9996
269,93.2375
270,103.9353
271,95.7004
272,58.0485
273,58.1546
274,58.2595
275,58.1396
276,59.9516
277,59.2873
278,90.6677
279,58.3403
280,96.5647
281,62.5754
282,113.2282
283,102.2057
284,58.3525
285,59.0439
286,57.9701
287,58.8528
288,58.4951
289,60.9881
290,65.1351
291,126.8488
292,65.9778
293,105.0765
294,107.5612
295,61.9068
296,60.2003
297,65.6025
298,60.9844
299,62.5002
300,60.6236
301,60.9041
302,149.244
303,65.0832
304,64.3063
305,150.9573
306,150.6957
307,1421.0633
308,151.0101
309,158.6281
310,68.3555
311,67.3345
312,202.0986
313,84.1842
314,104.4453
315,103.8993
316,103.6551
317,108.9824
318,107.1812
319,109.3667
320,69.2732
321,68.01
322,69.4294
323,71.3902
324,72.8292
325,93.048
326,76.1544
327,77.6871
328,76.698
329,102.4317
330,71.7227
331,71.8837
332,74.6844
333,73.3823
334,71.928
335,71.8533
336,71.26
337,69.933
338,74.846
339,74.679
340,87.0741
341,76.1796
342,73.3056
343,69.8637
344,70.5079
345,71.4859
346,83.5964
347,73.5248
348,72.6031
349,72.7688
350,76.7437
351,71.4669
352,76.1532
353,85.9081
354,69.0232
355,73.005
356,69.2972
357,69.275
358,78.2262
359,76.1764
360,73.0244
361,85.7052
362,95.1213
363,99.9869
364,74.9498
365,115.2003
366,81.2472
367,5159.4476
368,83.3546
369,82.3795
370,124.0375
371,92.0907
372,78.9948
373,89.1607
374,103.3308
375,100.398
376,107.6256
377,98.0333
378,91.1733
379,103.1825
380,110.7386
381,110.9974
382,90.5652
383,93.5474
384,106.9349
385,78.0097
386,78.8941
387,78.2949
388,76.7391
389,97.3263
390,75.6897
391,82.1613
392,90.342
393,74.7801
394,76.4611
395,90.7475
396,88.9906
397,107.4403
398,113.9794
399,100.1313
400,106.0973
401,96.0415
402,76.7056
403,79.7962
404,74.5094
405,75.4098
406,74.8254
407,74.5515
408,77.7549
409,75.6123
410,73.909
411,74.7211
412,121.8621
413,125.8246
414,160.5631
415,133.7002
416,143.4985
417,145.8494
