Iteration,Execution Time (ms)
1,40.906293
2,21.281634
3,23.768124
4,22.360313
5,26.69973
6,19.400971
7,23.742699
8,23.899462
9,22.467298
10,20.202898
11,19.843487
12,22.328886
13,22.067964
14,21.598604
15,21.742653
16,19.360744
17,20.407046
18,19.758527
19,21.505167
20,19.513446
21,22.91535
22,22.191007
23,20.405425
24,22.484749
25,20.051141
26,23.52093
27,18.5762
28,23.17669
29,24.941581
30,24.968899
31,24.341524
32,18.65534
33,19.229916
34,80.597856
35,27.638503
36,28.65011
37,25.675541
38,31.966149
39,25.379961
40,30.731366
41,34.458089
42,29.297036
43,28.532856
44,28.927281
45,33.147161
46,33.933297
47,30.33249
48,31.18609
49,32.127403
50,30.667045
51,34.033407
52,33.944135
53,38.138436
54,1805.275125
55,50.471488
56,35.464437
57,1695.586132
58,33.912155
59,31.081692
60,29.181887
61,26.898385
62,1932.304383
63,27.314281
64,26.090621
65,26.922377
66,25.340908
67,32.032525
68,28.157353
69,30.371381
70,26.210931
71,27.067283
72,27.397006
73,26.021767
74,28.286559
75,29.138193
76,28.530539
77,26.59515
78,27.916124
79,26.949341
80,28.58953
81,33.922529
82,28.803559
83,29.997844
84,29.418188
85,27.34556
86,28.15462
87,27.729656
88,49.781132
89,87.486388
90,34.553648
91,31.222699
92,32.715523
93,31.053531
94,34.597095
95,30.421597
96,37.714151
97,33.604392
98,35.322589
99,34.419768
100,37.123329
101,33.62753
102,35.591702
103,34.057645
104,39.235351
105,54.79881
106,40.297322
107,273.43127
108,43.694197
109,45.851681
110,94.655742
111,37.855638
112,39.60831
113,35.473385
114,35.31414
115,34.310471
116,34.822104
117,35.853087
118,33.903982
119,39.143481
120,36.674229
121,34.84395
122,48.396845
123,45.502671
124,42.491486
125,42.080178
126,55.406833
127,48.823009
128,38.943006
129,50.224055
130,54.580377
131,56.678432
132,53.090495
133,62.45483
134,52.530591
135,94.561873
136,115.265387
137,2685.374697
138,56.862226
139,47.809346
140,54.565434
141,66.245417
142,55.440719
143,52.76152
144,54.584988
145,50.980497
146,44.954158
147,44.253008
148,48.106637
149,54.630988
150,97.617802
151,105.508063
152,48.512874
153,51.488981
154,57.988532
155,56.571062
156,47.706666
157,54.224561
158,46.375216
159,45.596485
160,52.456075
161,56.074281
162,46.634642
163,47.595761
164,55.312554
165,63.16121
166,58.565687
167,54.014752
168,56.630841
169,59.048254
170,56.82835
171,55.192827
172,56.350447
173,58.532726
174,55.308616
175,54.755216
176,52.909481
177,54.655863
178,57.783127
179,57.674314
180,58.316403
181,55.546931
182,61.356745
183,64.444777
184,58.589327
185,91.310497
186,122.775967
187,75.329731
188,1622.445965
189,3769.488578
190,84.307989
191,61.26359
192,103.233326
193,56.445159
194,56.155442
195,59.069386
196,57.64068
197,62.82042
198,57.689602
199,58.234608
200,112.78356
201,123.544587
202,67.864369
203,73.172952
204,69.107932
205,68.920148
206,67.203865
207,72.545229
208,73.291588
209,75.574773
210,74.672807
211,74.613509
212,69.800937
213,74.009427
214,70.068635
215,72.27548
216,68.897201
217,75.557303
218,75.808877
219,69.827208
220,72.684447
221,73.938326
222,68.589186
223,68.475069
224,70.743417
225,68.260456
226,73.45825
