Iteration,Execution Time (ms)
227,80.310541
228,75.987477
229,115.919616
230,68.111733
231,69.995767
232,68.897766
233,72.985146
234,94.804573
235,143.855719
236,113.147416
237,145.682885
238,102.970822
239,93.054259
240,200.313748
241,212.503032
242,504.972711
243,94.355417
244,509.404555
245,89.302352
246,4317.098525
247,520.712828
248,89.097941
249,89.959338
250,91.836902
251,90.297465
252,213.548514
253,210.195088
254,148.803573
255,241.772862
256,538.243183
257,89.545571
258,88.854721
259,150.546753
260,123.71888
261,2128.488486
262,148.40884
263,2112.170837
264,4331.810819
265,141.672779
266,89.98747
267,140.228884
268,121.460798
269,117.186476
270,122.980385
271,126.662399
272,81.369925
273,82.433199
274,86.312898
275,85.690436
276,93.709983
277,80.252365
278,85.232555
279,82.405153
280,122.229908
281,83.206908
282,118.343961
283,121.936826
284,84.193259
285,81.10445
286,82.576613
287,79.428561
288,81.373483
289,81.663458
290,96.849857
291,131.69967
292,90.555294
293,126.729162
294,131.664043
295,90.362772
296,90.446222
297,90.348563
298,88.890256
299,89.529206
300,87.297814
301,84.848405
302,170.233203
303,90.489282
304,90.395378
305,169.141016
306,173.097732
307,1358.277769
308,173.431766
309,174.04834
310,97.100537
311,93.483656
312,218.937656
313,116.51348
314,134.907274
315,128.363301
316,130.432422
317,128.72138
318,127.759106
319,127.202137
320,100.332963
321,100.686016
322,98.270486
323,100.630749
324,100.05622
325,97.969858
326,98.892078
327,97.308839
328,95.100715
329,94.450591
330,105.069757
331,101.000717
332,100.155067
333,101.402283
334,100.164404
335,103.408092
336,102.337945
337,97.234273
338,102.786679
339,102.245476
340,104.661192
341,104.04943
342,102.282529
343,95.640198
344,94.204636
345,91.23184
346,92.638146
347,95.492196
348,98.646168
349,98.387889
350,98.405755
351,103.716864
352,102.521204
353,102.31634
354,96.491805
355,99.478489
356,99.149766
357,96.488759
358,102.739369
359,97.706668
360,100.754681
361,97.320963
362,105.337604
363,102.271719
364,95.900355
365,99.981485
366,108.57333
367,4808.94309
368,116.119132
369,113.435733
370,142.338015
371,103.963563
372,104.46133
373,102.232205
374,105.456182
375,105.854912
376,106.525655
377,105.310291
378,107.725554
379,103.815481
380,103.801527
381,101.908951
382,106.873404
383,103.603457
384,100.631792
385,103.625776
386,101.283421
387,101.609592
388,102.307749
389,100.795461
390,98.719051
391,101.327703
392,100.728489
393,101.711274
394,100.785921
395,102.298563
396,100.789269
397,99.536262
398,102.156175
399,95.542773
400,101.932611
401,97.292491
402,98.945373
403,101.414692
404,102.021713
405,102.465189
406,101.572464
407,100.404025
408,101.404749
409,98.807789
410,97.050749
411,97.451444
412,136.100434
413,143.432649
414,136.699247
415,145.677982
416,156.927452
417,163.690101
418,153.532546
419,159.385016
420,172.739917
421,170.80654
422,170.124819
423,177.120147
424,105.101103
425,106.887629
426,105.534451
427,106.274409
428,106.886301
429,100.829318
430,102.907728
431,102.07449
432,102.560953
433,102.15543
434,101.712653
435,145.907569
436,143.154713
437,141.03532
438,166.596094
439,139.364861
440,142.674037
441,135.940936
442,146.882355
443,140.623045
444,147.09201
445,143.327343
446,146.242509
447,144.436319
448,149.802317
449,162.165864
450,171.120491
451,158.048539
452,161.643579
453,171.451945
454,168.853993
455,101.084375
456,103.111106
457,103.208589
458,103.862872
459,105.19419
460,104.289077
461,99.570794
462,175.115312
463,98.73255
464,100.737067
465,98.825064
466,97.628214
467,104.900634
468,106.130678
469,100.209042
470,97.568374
471,105.068404
472,102.590455
473,104.045694
474,102.740066
475,146.061943
476,103.745206
477,106.720321
478,103.998569
479,147.252555
480,146.509625
481,141.606115
482,103.967366
483,103.389689
484,102.3178
485,104.809441
486,106.294841
487,158.230714
488,165.550049
489,167.488862
490,166.034843
491,167.577179
492,110.566303
493,106.666085
494,106.589169
495,173.571794
496,176.241317
497,191.855066
498,193.642292
499,113.749041
500,106.671226
501,185.413266
502,142.876739
503,105.555827
504,102.331708
505,141.130688
506,154.852489
507,115.301702
508,115.944177
509,153.842078
510,156.275072
511,148.972447
512,154.210235
513,105.21243
514,109.281847
515,102.206625
516,153.529072
517,103.78128
518,103.196586
519,100.778987
520,153.695586
521,103.002537
522,151.304684
523,146.207384
524,102.04464
525,149.012935
526,136.494947
527,150.984505
528,149.710426
529,134.779872
530,104.634985
531,127.505463
532,136.747876
533,103.305394
534,104.589008
535,106.872062
536,105.512979
537,102.789167
538,103.456673
539,159.493843
540,150.917962
541,95.369937
542,107.567411
543,101.193968
544,96.956179
545,95.322062
546,99.930267
547,98.556213
548,104.463583
549,101.2992
550,99.418371
551,97.314553
552,105.348774
553,113.068367
554,103.563312
555,101.435412
556,100.806114
557,103.979972
558,99.415933
559,96.135117
560,101.278266
561,101.164393
562,105.732044
563,99.527383
564,101.720065
565,96.435303
566,95.808873
567,95.201602
568,94.40413
569,96.694522
570,91.524707
571,101.372924
572,107.434067
573,107.269165
574,103.001967
575,98.080798
576,98.282167
577,101.777357
578,136.87637
579,103.668415
580,137.008797
581,129.494231
582,142.973501
583,130.431055
584,127.672983
585,126.117123
586,125.336846
587,127.204907
588,128.783483
589,136.095193
590,126.649294
591,128.702758
592,124.092022
593,122.887827
594,129.913213
595,125.997125
596,131.280636
597,95.650778
598,87.075097
599,85.2271
600,119.635848
601,602.821013
602,100.19223
603,610.462351
604,94.846243
605,217.668852
606,94.601054
607,231.008075
608,94.089942
609,101.173159
610,127.161861
611,243.205644
612,90.506189
613,4322.750189
614,123.975391
615,187.24748
616,92.140366
617,182.675484
618,116.274655
619,121.158466
620,116.522034
621,121.429406
622,120.766374
623,121.200194
624,119.570492
625,92.292391
626,95.27094
627,95.443813
628,96.309625
629,126.507726
630,91.624851
631,91.871932
632,98.436805
633,92.661573
634,91.459401
635,4278.127719
636,118.970476
637,119.050535
638,128.605432
639,120.710655
640,81.707881
641,88.742436
642,89.39111
643,85.334412
644,83.095611
645,92.976494
646,93.827024
647,93.869676
648,91.617253
649,91.03407
650,91.503007
651,93.556172
652,85.327504
653,83.15893
654,82.011474
655,85.693713
656,82.783746
657,82.413307
658,83.252856
659,80.538662
660,83.680699
661,86.904049
662,88.229587
663,89.843479
664,91.480508
665,89.859721
666,88.59869
667,85.952625
668,83.226186
669,84.901385
670,84.323755
671,86.494157
672,132.256356
673,87.417981
674,126.805932
675,83.32964
676,126.237679
677,85.639646
678,83.158882
679,84.898363
680,88.907795
681,90.560037
682,88.320075
683,90.468009
684,87.576507
685,87.148358
686,85.955635
687,87.796358
688,121.476098
689,122.850064
690,88.830868
691,84.865744
692,85.141756
693,80.174572
694,80.905634
695,76.510564
696,102.960742
697,71.593238
698,66.327293
699,68.842633
700,193.077679
701,79.186198
702,82.511329
703,78.909226
704,3963.66125
705,77.007788
706,73.992336
707,76.392284
708,74.133091
709,66.572569
710,77.36768
711,75.599596
712,75.094213
713,72.643642
714,74.812788
715,74.983267
716,77.166739
717,77.942313
718,73.350597
719,72.224457
720,68.289984
721,74.902729
722,74.340543
723,76.002013
724,77.516273
725,75.377991
726,72.583885
727,76.370211
728,84.943267
729,126.140007
730,141.493979
731,95.302274
732,100.086979
733,101.851544
734,116.350285
735,92.825765
736,200.758783
737,113.164107
738,98.847857
739,94.058457
740,88.956272
741,92.241404
742,92.040692
743,89.509117
744,74.586334
745,74.131363
746,4368.165316
747,175.56445
748,93.559291
749,167.195583
750,122.587706
751,75.285236
752,93.10642
753,116.968524
754,84.880481
755,71.080043
756,67.406671
757,63.084992
758,69.903451
759,64.979692
760,67.448204
761,63.692018
762,70.768739
763,82.921995
764,67.963093
765,65.247461
766,65.238071
767,59.859825
768,63.941439
769,55.199784
770,54.474456
771,50.124628
772,54.81313
773,54.11733
774,56.863487
775,53.195126
776,104.079277
777,52.229114
778,53.569587
779,54.169856
780,54.567783
781,48.997175
782,50.924139
783,58.605964
784,101.922672
785,102.689059
786,48.395859
787,48.558038
788,42.944245
789,44.066877
790,58.345072
791,55.539478
792,43.984056
793,50.503149
794,49.806019
795,619.769744
796,583.349748
797,72.289123
798,81.504882
799,1024.872848
800,75.744634
801,40.162878
802,72.603211
803,66.305341
804,81.97378
805,43.220389
806,44.925228
807,47.928414
808,38.97614
809,38.788188
810,43.865758
811,43.265881
812,42.424687
813,48.463717
814,38.349312
815,40.039711
816,37.494169
817,41.461977
818,38.735519
819,38.851771
820,43.925457
821,34.849488
822,42.909438
823,35.669246
824,39.130272
825,35.28751
826,35.09955
827,33.707604
828,40.053134
829,34.040654
830,38.02329
831,39.373021
832,41.436108
833,101.293408
834,51.177277
835,105.35725
836,55.925772
837,50.201113
838,43.934065
839,40.782448
840,52.133757
841,51.209754
842,52.379236
843,55.116468
844,53.822998
845,42.835536
846,58.813949
847,48.208677
848,48.237232
849,41.358896
850,48.006607
851,41.013094
852,1190.674329
853,94.677667
854,48.18465
855,90.212858
856,1922.303698
857,93.956865
858,70.698687
859,38.866109
860,34.460919
861,32.656735
862,36.167053
863,31.710055
864,33.857519
865,34.945312
866,34.465025
867,35.046856
868,37.111289
869,40.849111
870,36.016293
871,39.065656
872,38.87221
873,36.67867
874,35.59879
875,44.316644
876,37.199394
877,34.911009
878,90.117378
879,37.334553
880,33.526621
881,99.044599
882,31.125194
883,33.379202
884,34.714676
885,38.544465
886,33.801266
887,32.929311
888,933.45477
889,38.852406
890,44.664601
891,44.72252
892,53.845022
893,46.486089
894,111.016313
895,42.813756
896,84.346569
897,43.071143
898,34.190526
899,35.244792
900,32.113638
901,33.146993
902,27.348499
903,31.95034
904,28.184152
905,32.482151
906,29.607673
907,2196.05004
908,32.05334
909,30.887955
910,32.947302
911,28.383341
912,33.450126
913,28.099245
914,32.053053
915,32.66239
916,1603.572697
917,58.392012
918,31.851232
919,30.082759
920,29.769408
921,28.619355
922,29.131309
923,33.247216
924,35.507624
925,45.093391
926,32.959963
927,33.025584
928,32.656604
929,30.803881
930,30.754681
931,32.036445
932,26.305145
933,33.040455
934,33.709557
935,36.224786
936,37.228778
937,34.248514
938,28.100243
939,25.163389
940,27.055476
941,26.563011
942,27.177496
943,26.403785
944,30.203013
945,33.803228
946,31.591046
947,33.761666
948,29.468966
949,30.832429
950,24.5624
951,28.292456
952,27.292958
953,24.617014
954,23.524168
955,24.987504
956,22.268611
957,19.928018
958,22.343934
959,23.983952
960,42.249461
961,26.809122
962,25.784774
963,22.33616
964,19.807721
965,18.953876
966,19.485231
967,19.907024
968,20.729579
969,17.24554
970,20.058065
971,19.113399
972,19.273327
973,21.601077
974,17.778049
975,17.772728
976,19.793303
977,23.119842
978,18.810839
979,20.500533
980,19.059001
981,19.060432
982,23.853948
983,20.353101
984,22.103449
985,22.201667
986,21.770064
987,27.207322
988,25.0523
989,21.684761
990,24.006494
991,22.639362
992,22.939803
993,24.779047
994,20.190183
995,22.237329
996,20.947874
997,20.470223
998,23.010037
