File,Sum of Second Column
online_sharing_BFS_Execution_time_sharing_alpha_LSLD.csv,1519.9913
online_sharing_BFS_Execution_time_sharing_alpha_LSMD.csv,1469.0911
online_sharing_BFS_Execution_time_sharing_alpha_LSHD.csv,1060.214
online_sharing_BFS_Execution_time_sharing_alpha_MSLD.csv,1054.2015
online_sharing_BFS_Execution_time_sharing_alpha_MSMD.csv,1091.4454
online_sharing_BFS_Execution_time_sharing_alpha_MSHD.csv,1089.4015
online_sharing_BFS_Execution_time_sharing_alpha_HSLD.csv,1057.0873
online_sharing_BFS_Execution_time_sharing_alpha_HSMD.csv,1063.7592
online_sharing_BFS_Execution_time_sharing_alpha_HSHD.csv,1160.5842
online_sharing_BFS_Execution_time_sharing_beta_LSLD.csv,1283.7263
online_sharing_BFS_Execution_time_sharing_beta_LSMD.csv,1092.813
online_sharing_BFS_Execution_time_sharing_beta_LSHD.csv,1082.4273
online_sharing_BFS_Execution_time_sharing_beta_MSLD.csv,1413.0873
online_sharing_BFS_Execution_time_sharing_beta_MSMD.csv,1204.1034
online_sharing_BFS_Execution_time_sharing_beta_MSHD.csv,1133.5011
online_sharing_BFS_Execution_time_sharing_beta_HSLD.csv,1411.9622
online_sharing_BFS_Execution_time_sharing_beta_HSMD.csv,1352.3305
online_sharing_BFS_Execution_time_sharing_beta_HSHD.csv,1166.002
online_sharing_BFS_Execution_time_sharing_equal_LSLD.csv,1246.9345
online_sharing_BFS_Execution_time_sharing_equal_LSMD.csv,1279.0915
online_sharing_BFS_Execution_time_sharing_equal_LSHD.csv,1356.0574
online_sharing_BFS_Execution_time_sharing_equal_MSLD.csv,1426.8388
online_sharing_BFS_Execution_time_sharing_equal_MSMD.csv,1458.0109
online_sharing_BFS_Execution_time_sharing_equal_MSHD.csv,1446.0124
online_sharing_BFS_Execution_time_sharing_equal_HSLD.csv,1604.5829
online_sharing_BFS_Execution_time_sharing_equal_HSMD.csv,1523.2514
online_sharing_BFS_Execution_time_sharing_equal_HSHD.csv,1587.8676
online_sharing_FFS_Execution_time_sharing_LSLD.csv,1292.2576
online_sharing_FFS_Execution_time_sharing_LSMD.csv,1050.0603
online_sharing_FFS_Execution_time_sharing_LSHD.csv,1188.1636
online_sharing_FFS_Execution_time_sharing_MSLD.csv,1294.0085
online_sharing_FFS_Execution_time_sharing_MSMD.csv,1301.8873
online_sharing_FFS_Execution_time_sharing_MSHD.csv,1320.7477
online_sharing_FFS_Execution_time_sharing_HSLD.csv,1417.6275
online_sharing_FFS_Execution_time_sharing_HSMD.csv,1326.4087
online_sharing_FFS_Execution_time_sharing_HSHD.csv,1315.8516
online_sharing_WFS_Execution_time_sharing_alpha_LSLD.csv,1377.1593
online_sharing_WFS_Execution_time_sharing_alpha_LSMD.csv,1023.0594
online_sharing_WFS_Execution_time_sharing_alpha_LSHD.csv,1059.2279
online_sharing_WFS_Execution_time_sharing_alpha_MSLD.csv,1338.739
online_sharing_WFS_Execution_time_sharing_alpha_MSMD.csv,1092.7061
online_sharing_WFS_Execution_time_sharing_alpha_MSHD.csv,1135.6528
online_sharing_WFS_Execution_time_sharing_alpha_HSLD.csv,1484.6546
online_sharing_WFS_Execution_time_sharing_alpha_HSMD.csv,1396.9098
online_sharing_WFS_Execution_time_sharing_alpha_HSHD.csv,1614.5269
online_sharing_WFS_Execution_time_sharing_beta_LSLD.csv,1258.4273
online_sharing_WFS_Execution_time_sharing_beta_LSMD.csv,1043.1486
online_sharing_WFS_Execution_time_sharing_beta_LSHD.csv,1044.9829
online_sharing_WFS_Execution_time_sharing_beta_MSLD.csv,1244.6436
online_sharing_WFS_Execution_time_sharing_beta_MSMD.csv,1137.7779
online_sharing_WFS_Execution_time_sharing_beta_MSHD.csv,1133.3179
online_sharing_WFS_Execution_time_sharing_beta_HSLD.csv,1392.1386
online_sharing_WFS_Execution_time_sharing_beta_HSMD.csv,1448.6546
online_sharing_WFS_Execution_time_sharing_beta_HSHD.csv,1311.1166
online_sharing_WFS_Execution_time_sharing_equal_LSLD.csv,1316.1135
online_sharing_WFS_Execution_time_sharing_equal_LSMD.csv,1072.3466
online_sharing_WFS_Execution_time_sharing_equal_LSHD.csv,1086.0776
online_sharing_WFS_Execution_time_sharing_equal_MSLD.csv,1466.4333
online_sharing_WFS_Execution_time_sharing_equal_MSMD.csv,1086.0052
online_sharing_WFS_Execution_time_sharing_equal_MSHD.csv,1161.6217
online_sharing_WFS_Execution_time_sharing_equal_HSLD.csv,1185.1026
online_sharing_WFS_Execution_time_sharing_equal_HSMD.csv,1454.0005
online_sharing_WFS_Execution_time_sharing_equal_HSHD.csv,1345.8443
