File,Sum of Second Column
online_sharing_BFS_Execution_time_sharing_alpha_LSLD.csv,1465.1076604922462
online_sharing_BFS_Execution_time_sharing_alpha_LSMD.csv,1224.244893345849
online_sharing_BFS_Execution_time_sharing_alpha_LSHD.csv,1257.1298671231693
online_sharing_BFS_Execution_time_sharing_alpha_MSLD.csv,1138.2278234301587
online_sharing_BFS_Execution_time_sharing_alpha_MSMD.csv,1211.283408372856
online_sharing_BFS_Execution_time_sharing_alpha_MSHD.csv,1229.6870756488704
online_sharing_BFS_Execution_time_sharing_alpha_HSLD.csv,1675.152338365696
online_sharing_BFS_Execution_time_sharing_alpha_HSMD.csv,1611.6061834621323
online_sharing_BFS_Execution_time_sharing_alpha_HSHD.csv,1541.602949199668
online_sharing_BFS_Execution_time_sharing_beta_LSLD.csv,1359.0788766346088
online_sharing_BFS_Execution_time_sharing_beta_LSMD.csv,1137.3412821413847
online_sharing_BFS_Execution_time_sharing_beta_LSHD.csv,1126.197314829921
online_sharing_BFS_Execution_time_sharing_beta_MSLD.csv,1212.235381686883
online_sharing_BFS_Execution_time_sharing_beta_MSMD.csv,1364.4904968157527
online_sharing_BFS_Execution_time_sharing_beta_MSHD.csv,1213.9632517676753
online_sharing_BFS_Execution_time_sharing_beta_HSLD.csv,1305.2863790961296
online_sharing_BFS_Execution_time_sharing_beta_HSMD.csv,1382.8132014176883
online_sharing_BFS_Execution_time_sharing_beta_HSHD.csv,1363.4910612573344
online_sharing_BFS_Execution_time_sharing_equal_LSLD.csv,1398.2995323807838
online_sharing_BFS_Execution_time_sharing_equal_LSMD.csv,1299.4531978819882
online_sharing_BFS_Execution_time_sharing_equal_LSHD.csv,1112.637098744254
online_sharing_BFS_Execution_time_sharing_equal_MSLD.csv,1403.8450633370326
online_sharing_BFS_Execution_time_sharing_equal_MSMD.csv,1388.0316939197282
online_sharing_BFS_Execution_time_sharing_equal_MSHD.csv,1291.314857307824
online_sharing_BFS_Execution_time_sharing_equal_HSLD.csv,1493.678210027801
online_sharing_BFS_Execution_time_sharing_equal_HSMD.csv,1420.1621247879323
online_sharing_BFS_Execution_time_sharing_equal_HSHD.csv,1643.1324450722748
online_sharing_FFS_Execution_time_sharing_LSLD.csv,1398.502364975469
online_sharing_FFS_Execution_time_sharing_LSMD.csv,1228.734120094547
online_sharing_FFS_Execution_time_sharing_LSHD.csv,1213.6239953841764
online_sharing_FFS_Execution_time_sharing_MSLD.csv,1454.441060369039
online_sharing_FFS_Execution_time_sharing_MSMD.csv,1213.5248133281286
online_sharing_FFS_Execution_time_sharing_MSHD.csv,1308.5895619698108
online_sharing_FFS_Execution_time_sharing_HSLD.csv,1314.102429756219
online_sharing_FFS_Execution_time_sharing_HSMD.csv,1346.7453627442833
online_sharing_FFS_Execution_time_sharing_HSHD.csv,1395.424226493717
online_sharing_WFS_Execution_time_sharing_alpha_LSLD.csv,1365.1144662897345
online_sharing_WFS_Execution_time_sharing_alpha_LSMD.csv,1180.939779214942
online_sharing_WFS_Execution_time_sharing_alpha_LSHD.csv,1295.0523016813736
online_sharing_WFS_Execution_time_sharing_alpha_MSLD.csv,1340.491165025123
online_sharing_WFS_Execution_time_sharing_alpha_MSMD.csv,1451.4436513200833
online_sharing_WFS_Execution_time_sharing_alpha_MSHD.csv,1376.53327303089
online_sharing_WFS_Execution_time_sharing_alpha_HSLD.csv,1495.7859774779977
online_sharing_WFS_Execution_time_sharing_alpha_HSMD.csv,1509.6114291480978
online_sharing_WFS_Execution_time_sharing_alpha_HSHD.csv,1441.7584074367498
online_sharing_WFS_Execution_time_sharing_beta_LSLD.csv,1380.0455464483025
online_sharing_WFS_Execution_time_sharing_beta_LSMD.csv,1205.081834737288
online_sharing_WFS_Execution_time_sharing_beta_LSHD.csv,1176.296021685462
online_sharing_WFS_Execution_time_sharing_beta_MSLD.csv,1370.3112377591808
online_sharing_WFS_Execution_time_sharing_beta_MSMD.csv,1345.9851043332783
online_sharing_WFS_Execution_time_sharing_beta_MSHD.csv,1603.7816451695114
online_sharing_WFS_Execution_time_sharing_beta_HSLD.csv,1693.6306284969633
online_sharing_WFS_Execution_time_sharing_beta_HSMD.csv,1606.7038070333406
online_sharing_WFS_Execution_time_sharing_beta_HSHD.csv,1749.4370877326264
online_sharing_WFS_Execution_time_sharing_equal_LSLD.csv,1294.2989341691045
online_sharing_WFS_Execution_time_sharing_equal_LSMD.csv,1164.3890842185501
online_sharing_WFS_Execution_time_sharing_equal_LSHD.csv,1250.4443350159554
online_sharing_WFS_Execution_time_sharing_equal_MSLD.csv,1302.342410122562
online_sharing_WFS_Execution_time_sharing_equal_MSMD.csv,1499.2931229990877
online_sharing_WFS_Execution_time_sharing_equal_MSHD.csv,1767.9779117809958
online_sharing_WFS_Execution_time_sharing_equal_HSLD.csv,1758.718585988601
online_sharing_WFS_Execution_time_sharing_equal_HSMD.csv,1880.5668417832167
online_sharing_WFS_Execution_time_sharing_equal_HSHD.csv,1749.3031996216005
