File,Sum of Second Column
online_sharing_BFS_Execution_time_sharing_alpha_LSLD.csv,1332.679
online_sharing_BFS_Execution_time_sharing_alpha_LSMD.csv,1122.2055
online_sharing_BFS_Execution_time_sharing_alpha_LSHD.csv,1071.9142
online_sharing_BFS_Execution_time_sharing_alpha_MSLD.csv,1037.2741
online_sharing_BFS_Execution_time_sharing_alpha_MSMD.csv,1056.4757
online_sharing_BFS_Execution_time_sharing_alpha_MSHD.csv,1037.7999
online_sharing_BFS_Execution_time_sharing_alpha_HSLD.csv,1566.9272
online_sharing_BFS_Execution_time_sharing_alpha_HSMD.csv,1484.1878
online_sharing_BFS_Execution_time_sharing_alpha_HSHD.csv,1447.9818
online_sharing_BFS_Execution_time_sharing_beta_LSLD.csv,1278.4718
online_sharing_BFS_Execution_time_sharing_beta_LSMD.csv,1022.994
online_sharing_BFS_Execution_time_sharing_beta_LSHD.csv,1001.5018
online_sharing_BFS_Execution_time_sharing_beta_MSLD.csv,1078.6144
online_sharing_BFS_Execution_time_sharing_beta_MSMD.csv,1217.8089
online_sharing_BFS_Execution_time_sharing_beta_MSHD.csv,1058.2605
online_sharing_BFS_Execution_time_sharing_beta_HSLD.csv,1175.8561
online_sharing_BFS_Execution_time_sharing_beta_HSMD.csv,1212.4419
online_sharing_BFS_Execution_time_sharing_beta_HSHD.csv,1185.5007
online_sharing_BFS_Execution_time_sharing_equal_LSLD.csv,1276.0708
online_sharing_BFS_Execution_time_sharing_equal_LSMD.csv,1105.8904
online_sharing_BFS_Execution_time_sharing_equal_LSHD.csv,1019.011
online_sharing_BFS_Execution_time_sharing_equal_MSLD.csv,1307.8575
online_sharing_BFS_Execution_time_sharing_equal_MSMD.csv,1189.8216
online_sharing_BFS_Execution_time_sharing_equal_MSHD.csv,1190.6627
online_sharing_BFS_Execution_time_sharing_equal_HSLD.csv,1373.7338
online_sharing_BFS_Execution_time_sharing_equal_HSMD.csv,1287.8466
online_sharing_BFS_Execution_time_sharing_equal_HSHD.csv,1552.1559
online_sharing_FFS_Execution_time_sharing_LSLD.csv,1293.4476
online_sharing_FFS_Execution_time_sharing_LSMD.csv,1049.4394
online_sharing_FFS_Execution_time_sharing_LSHD.csv,1048.1821
online_sharing_FFS_Execution_time_sharing_MSLD.csv,1297.9882
online_sharing_FFS_Execution_time_sharing_MSMD.csv,1051.2741
online_sharing_FFS_Execution_time_sharing_MSHD.csv,1176.1592
online_sharing_FFS_Execution_time_sharing_HSLD.csv,1224.8702
online_sharing_FFS_Execution_time_sharing_HSMD.csv,1207.1267
online_sharing_FFS_Execution_time_sharing_HSHD.csv,1311.0677
online_sharing_WFS_Execution_time_sharing_alpha_LSLD.csv,1228.9984
online_sharing_WFS_Execution_time_sharing_alpha_LSMD.csv,1060.327
online_sharing_WFS_Execution_time_sharing_alpha_LSHD.csv,1098.9839
online_sharing_WFS_Execution_time_sharing_alpha_MSLD.csv,1207.1036
online_sharing_WFS_Execution_time_sharing_alpha_MSMD.csv,1271.554
online_sharing_WFS_Execution_time_sharing_alpha_MSHD.csv,1205.9551
online_sharing_WFS_Execution_time_sharing_alpha_HSLD.csv,1324.2466
online_sharing_WFS_Execution_time_sharing_alpha_HSMD.csv,1324.5025
online_sharing_WFS_Execution_time_sharing_alpha_HSHD.csv,1261.8847
online_sharing_WFS_Execution_time_sharing_beta_LSLD.csv,1226.1832
online_sharing_WFS_Execution_time_sharing_beta_LSMD.csv,1096.9152
online_sharing_WFS_Execution_time_sharing_beta_LSHD.csv,1083.8199
online_sharing_WFS_Execution_time_sharing_beta_MSLD.csv,1227.8351
online_sharing_WFS_Execution_time_sharing_beta_MSMD.csv,1192.6017
online_sharing_WFS_Execution_time_sharing_beta_MSHD.csv,1404.62
online_sharing_WFS_Execution_time_sharing_beta_HSLD.csv,1508.4326
online_sharing_WFS_Execution_time_sharing_beta_HSMD.csv,1449.6977
online_sharing_WFS_Execution_time_sharing_beta_HSHD.csv,1571.7218
online_sharing_WFS_Execution_time_sharing_equal_LSLD.csv,1210.0313
online_sharing_WFS_Execution_time_sharing_equal_LSMD.csv,1044.4918
online_sharing_WFS_Execution_time_sharing_equal_LSHD.csv,1081.6306
online_sharing_WFS_Execution_time_sharing_equal_MSLD.csv,1198.576
online_sharing_WFS_Execution_time_sharing_equal_MSMD.csv,1351.0635
online_sharing_WFS_Execution_time_sharing_equal_MSHD.csv,1592.8638
online_sharing_WFS_Execution_time_sharing_equal_HSLD.csv,1614.7342
online_sharing_WFS_Execution_time_sharing_equal_HSMD.csv,1737.2582
online_sharing_WFS_Execution_time_sharing_equal_HSHD.csv,1589.0993
