File,Sum of Second Column
Local_search_BFS_Execution_time_sharing_alpha_LSLD.csv,1402.8951901927403
Local_search_BFS_Execution_time_sharing_alpha_LSMD.csv,1213.3008381456643
Local_search_BFS_Execution_time_sharing_alpha_LSHD.csv,1091.5565986044076
Local_search_BFS_Execution_time_sharing_alpha_MSLD.csv,1444.863934843569
Local_search_BFS_Execution_time_sharing_alpha_MSMD.csv,1148.4235232202054
Local_search_BFS_Execution_time_sharing_alpha_MSHD.csv,1225.9129926175206
Local_search_BFS_Execution_time_sharing_alpha_HSLD.csv,1015.3254157371445
Local_search_BFS_Execution_time_sharing_alpha_HSMD.csv,1402.9666042542126
Local_search_BFS_Execution_time_sharing_alpha_HSHD.csv,1103.9420677938024
Local_search_BFS_Execution_time_sharing_beta_LSLD.csv,1286.9056676999803
Local_search_BFS_Execution_time_sharing_beta_LSMD.csv,1074.882942862277
Local_search_BFS_Execution_time_sharing_beta_LSHD.csv,1499.086937984517
Local_search_BFS_Execution_time_sharing_beta_MSLD.csv,1107.7049246665715
Local_search_BFS_Execution_time_sharing_beta_MSMD.csv,1052.9339074951254
Local_search_BFS_Execution_time_sharing_beta_MSHD.csv,1256.1741170159808
Local_search_BFS_Execution_time_sharing_beta_HSLD.csv,1310.0804681504076
Local_search_BFS_Execution_time_sharing_beta_HSMD.csv,1154.901784784868
Local_search_BFS_Execution_time_sharing_beta_HSHD.csv,1154.3348673058867
Local_search_BFS_Execution_time_sharing_equal_LSLD.csv,1048.3861009036227
Local_search_BFS_Execution_time_sharing_equal_LSMD.csv,1361.1752783798393
Local_search_BFS_Execution_time_sharing_equal_LSHD.csv,1302.9343285331774
Local_search_BFS_Execution_time_sharing_equal_MSLD.csv,1146.728303276332
Local_search_BFS_Execution_time_sharing_equal_MSMD.csv,1463.295693636377
Local_search_BFS_Execution_time_sharing_equal_MSHD.csv,1337.3666928171165
Local_search_BFS_Execution_time_sharing_equal_HSLD.csv,1230.6632372161955
Local_search_BFS_Execution_time_sharing_equal_HSMD.csv,1279.0516255804237
Local_search_BFS_Execution_time_sharing_equal_HSHD.csv,1463.7142361714866
Local_search_FFS_Execution_time_sharing_LSLD.csv,1299.4611541681115
Local_search_FFS_Execution_time_sharing_LSMD.csv,1409.7119181573937
Local_search_FFS_Execution_time_sharing_LSHD.csv,1100.9018160759936
Local_search_FFS_Execution_time_sharing_MSLD.csv,1476.3568631115195
Local_search_FFS_Execution_time_sharing_MSMD.csv,1433.261783454492
Local_search_FFS_Execution_time_sharing_MSHD.csv,1456.650482037886
Local_search_FFS_Execution_time_sharing_HSLD.csv,1474.5174938029563
Local_search_FFS_Execution_time_sharing_HSMD.csv,1002.6152127802696
Local_search_FFS_Execution_time_sharing_HSHD.csv,1374.8095042914354
Local_search_WFS_Execution_time_sharing_alpha_LSLD.csv,1215.242585590931
Local_search_WFS_Execution_time_sharing_alpha_LSMD.csv,1169.7925652591812
Local_search_WFS_Execution_time_sharing_alpha_LSHD.csv,1230.117898734121
Local_search_WFS_Execution_time_sharing_alpha_MSLD.csv,1311.3127567444976
Local_search_WFS_Execution_time_sharing_alpha_MSMD.csv,1492.3919713072078
Local_search_WFS_Execution_time_sharing_alpha_MSHD.csv,1404.2950481523508
Local_search_WFS_Execution_time_sharing_alpha_HSLD.csv,1002.2479611744676
Local_search_WFS_Execution_time_sharing_alpha_HSMD.csv,1280.0496824522013
Local_search_WFS_Execution_time_sharing_alpha_HSHD.csv,1212.768622948599
Local_search_WFS_Execution_time_sharing_beta_LSLD.csv,1114.8757335571286
Local_search_WFS_Execution_time_sharing_beta_LSMD.csv,1392.284997154674
Local_search_WFS_Execution_time_sharing_beta_LSHD.csv,1392.0281644435183
Local_search_WFS_Execution_time_sharing_beta_MSLD.csv,1229.8925740516895
Local_search_WFS_Execution_time_sharing_beta_MSMD.csv,1328.1207323030635
Local_search_WFS_Execution_time_sharing_beta_MSHD.csv,1457.799031383135
Local_search_WFS_Execution_time_sharing_beta_HSLD.csv,1470.4092096870468
Local_search_WFS_Execution_time_sharing_beta_HSMD.csv,1087.8064685855263
Local_search_WFS_Execution_time_sharing_beta_HSHD.csv,1311.55196372686
Local_search_WFS_Execution_time_sharing_equal_LSLD.csv,1010.7635826170784
Local_search_WFS_Execution_time_sharing_equal_LSMD.csv,1071.3107973234116
Local_search_WFS_Execution_time_sharing_equal_LSHD.csv,1442.3341865513175
Local_search_WFS_Execution_time_sharing_equal_MSLD.csv,1364.1769733084611
Local_search_WFS_Execution_time_sharing_equal_MSMD.csv,1106.8053217048605
Local_search_WFS_Execution_time_sharing_equal_MSHD.csv,1442.844913715401
Local_search_WFS_Execution_time_sharing_equal_HSLD.csv,1188.2976615817695
Local_search_WFS_Execution_time_sharing_equal_HSMD.csv,1162.174150157443
Local_search_WFS_Execution_time_sharing_equal_HSHD.csv,1030.3520850626992
